mean_gain,max_gain
-87.69039516736908,19.372570976451275
-35.36770747436094,19.372570976451275
-17.480032072724583,25.807051945569775
-6.686890194583235,25.807051945569775
11.883146890409272,25.807051945569775
18.047868717857906,25.807051945569775
24.492642230755955,25.807051945569775
25.767344043293566,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
25.80705194556967,25.807051945569775
