mean_fitness,max_fitness
7.86324834652522,92.03874178945529
12.907879249609865,92.03874178945529
20.489308754942947,92.03874178945529
24.784751848408767,92.03874178945529
26.24437960437959,92.03874178945529
28.95066917036841,92.51214184093669
30.15625686436692,92.51214184093669
28.116538393330035,92.51214184093669
30.185244375380147,92.51214184093669
29.01217748365212,92.51214184093669
30.882819094850827,92.51214184093669
32.87950406881753,92.51214184093669
36.2169430401976,92.51214184093669
36.4858424854931,92.51214184093669
39.70425592449839,92.51214184093669
37.211018138774094,92.51214184093669
40.86072862350139,92.51214184093669
42.03942474282351,92.51214184093669
43.076808302432596,92.51214184093669
42.285837834456,92.51214184093669
43.0328120747946,92.51214184093669
42.711201244348835,92.51214184093669
41.39310472809903,92.8078822105246
39.92018613423284,92.8078822105246
39.60047210354194,92.8078822105246
43.175368921729934,92.8078822105246
41.49809156901425,92.8078822105246
41.73449984769674,92.8078822105246
43.4175915300736,92.8078822105246
43.075209770778734,92.8078822105246
42.81780281056966,92.8078822105246
39.592491026167416,92.8078822105246
40.60691097661647,92.8078822105246
41.08032303886336,92.8078822105246
46.58040359798947,92.8078822105246
42.130366630490755,92.8078822105246
40.257216281144174,92.8078822105246
43.26316625041791,92.8078822105246
43.53024250030214,92.8078822105246
42.270308536608674,92.8078822105246
41.786311444698335,92.8078822105246
43.51334064504584,92.8078822105246
42.35849904452872,92.8078822105246
40.00886549890783,92.8078822105246
44.50973012210376,92.8078822105246
40.62956707771278,92.8078822105246
42.224635526379984,92.8078822105246
42.123522335788536,92.8078822105246
44.34289025185645,92.8078822105246
45.81590859109448,92.8078822105246
