mean_fitness,max_fitness
-3.5087887191621636,35.09823073139796
7.495276162081861,41.7673810521889
20.92108701877713,41.7673810521889
28.54235941704535,80.35932591632326
32.90644739144617,80.35932591632326
38.75829320657972,80.35932591632326
57.18047207765239,80.35932591632326
77.030051084945,80.35932591632326
79.99490873171183,80.35932591632326
80.19968792804359,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
80.359325916323,80.35932591632326
